gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,1,1,38,1,2,1,0,2,0,0,2,2,0,0,2,101.15,3741.85,0
1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3682.45,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,19.25,0
0,0,0,0,22,1,0,1,2,0,0,2,0,2,0,1,2,89.05,1886.25,0
0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4895.1,0
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,341.6,0
1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,415.55,1
1,0,1,1,51,1,2,1,2,2,0,2,2,2,1,0,1,110.05,,0
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9,1355.1,0
0,0,1,1,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,1
1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,1
1,0,1,0,35,1,2,1,0,0,0,2,2,0,0,1,1,91.5,3236.35,0
0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,4350.1,1
0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,4264.0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,44.8,0
0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6,422.3,0
1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05,4176.7,0
0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,5138.1,0
0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,82.9,880.05,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,139.05,1
0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,973.65,0
0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,1470.05,0
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85,739.35,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,161.95,0
1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,4422.95,0
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,511.25,1
0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,155.8,1
1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,5293.95,1
0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,1
0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15,6148.45,0
0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,94.8,3565.65,0
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,1
0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1830.1,0
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,6223.8,0
0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,4508.65,0
1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,1328.15,0
0,0,0,1,41,1,0,2,1,1,1,1,1,1,1,1,1,20.25,865.0,0
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,72.1,72.1,0
0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2,1
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.45,1303.5,0
0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,996.85,0
0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0,6430.9,0
1,0,1,1,37,1,2,0,2,0,2,2,0,0,2,1,1,62.8,2278.75,0
1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6,681.4,0
0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.15,574.35,0
1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,371.9,1
0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,840.1,1
0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0,1
0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,889.0,0
1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,6823.4,0
1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,805.1,1
1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,4016.75,0
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,83.75,0
0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8,3959.15,0
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2878.55,0
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55,945.7,0
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,1373.05,0
1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55,1
1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95,1406.0,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,19.15,0
1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,6962.85,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,8126.65,0
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.6,690.25,0
1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5,1
1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,830.8,0
0,0,1,1,56,1,2,1,0,2,2,2,0,2,1,1,1,99.75,5608.4,0
1,0,0,0,37,1,0,1,0,2,0,0,2,2,0,1,1,96.1,3646.8,0
0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,3662.25,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.35,25.35,0
0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2566.5,1
0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,89.65,5308.7,0
1,0,0,0,17,1,2,1,0,0,2,2,0,0,1,0,2,86.75,1410.25,0
0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,3339.05,0
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,1
1,1,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,64.8,4732.35,0
1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85,1
1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1,5067.45,0
1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,1
0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7,1
0,0,0,0,42,0,1,0,2,2,2,2,0,2,1,1,2,54.75,2348.45,0
1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4,4063.0,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,44.0,0
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,95.6,2595.25,0
1,1,1,0,27,1,2,0,0,2,2,2,2,2,0,1,0,84.8,2309.55,0
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,89.3,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,19.9,367.55,0
0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05,3944.5,0
0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,5965.95,0
1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,109.9,,0
0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,,1
1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6,1803.7,0
0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,20.05,415.1,0
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,19.75,624.15,0
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,20.05,237.7,0
1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,1
0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3848.8,0
1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,419.4,0
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1468.75,0
1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,5812.0,0
1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,93.95,2861.45,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1
1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,233.7,1
0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,1,0,24.45,1066.15,0
0,0,1,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.95,2149.05,0
1,0,0,0,51,1,2,1,0,2,2,2,0,0,0,1,2,87.35,4473.0,0
0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,1,0,70.65,3545.05,0
0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,1195.75,0
1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,98.7,6858.9,0
0,0,1,1,40,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1024.7,0
0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1
0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,75.3,1
0,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,3,24.3,132.25,0
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,515.45,0
1,0,0,1,29,1,2,1,0,2,2,2,0,2,1,0,1,100.55,2830.45,0
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,1110.5,0
0,0,0,0,10,0,1,0,2,2,2,0,0,0,0,0,0,40.7,449.3,0
0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,51.65,2838.55,0
1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,105.1,5376.4,0
0,0,1,1,10,1,2,1,0,0,0,0,0,2,0,0,2,85.95,858.6,0
1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,0,75.6,1395.05,0
0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,58.25,3975.7,0
0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1182.55,1
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,4784.45,0
1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,53.45,119.5,0
1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,518.9,1
1,0,1,0,41,1,0,2,1,1,1,1,1,1,2,1,2,19.75,899.45,0
0,0,0,0,26,0,1,0,0,0,2,2,2,0,0,1,1,44.45,1183.8,0
1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,0,20.85,720.05,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8468.2,0
1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,89.85,3161.2,0
1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,55.05,0
0,0,1,1,16,1,2,1,2,0,2,2,2,2,0,1,2,112.95,1882.55,0
0,1,0,0,49,1,2,1,2,0,0,0,2,2,0,0,1,101.55,5070.4,0
0,0,1,0,54,1,2,1,2,2,2,2,2,2,1,1,3,114.65,6049.5,0
0,0,0,1,18,1,2,0,2,0,0,0,0,2,0,0,2,64.8,1166.7,0
0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2937.65,0
0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55,1
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,25.05,1270.25,0
1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.75,759.55,0
1,0,1,1,72,1,0,1,2,2,0,2,2,2,2,0,0,105.5,7611.55,0
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,24.7,1642.75,0
0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,1545.4,0
1,0,1,0,60,0,1,0,0,2,2,2,2,2,0,1,0,60.2,3582.4,0
0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,,1
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,3,24.4,1417.9,0
0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.15,2494.65,0
1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2768.35,0
0,0,1,1,30,1,0,0,0,2,2,2,2,2,2,0,0,80.8,2369.3,0
1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.0,38.0,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,100.9,0
0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,0,69.45,1614.05,0
1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,1
1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,673.25,1
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,8404.9,0
1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,40.05,2799.75,0
1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,2,102.1,6538.45,0
1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,6588.95,0
0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,19.9,868.1,0
0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,734.35,1
0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,330.6,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,1
1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,564.4,0
1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,53.6,1315.35,0
0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1
1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,1
1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,76.05,2747.2,0
0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,554.05,0
1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1
0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8,1
1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,225.75,0
0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,2145.0,1
0,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,2,81.45,1671.6,0
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,8003.8,0
0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,680.05,1
1,0,1,1,72,1,2,1,0,0,0,0,0,2,2,1,1,84.5,6130.85,0
0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,100.15,1415.0,0
1,0,0,0,72,1,2,0,0,2,2,2,2,2,2,1,0,88.6,6201.95,0
1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,1
1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,6597.25,0
0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,1,2,59.0,114.15,0
0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4,1
1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3902.6,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4,0
1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6,1
1,0,1,0,28,1,0,0,2,2,0,2,0,0,0,0,3,60.9,1785.65,0
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,1397.65,0
0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,131.05,1
0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45,1
1,0,0,0,34,1,2,1,2,2,2,2,2,2,1,0,1,116.25,3899.05,0
0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,5676.0,0
0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15,0
0,0,1,1,52,1,0,1,2,0,2,2,0,0,0,1,0,84.05,4326.8,0
1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55,0
0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1782.4,1
1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,851.8,0
1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,167.5,1
0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,19.85,0
1,1,1,1,20,1,0,1,2,0,2,2,0,2,1,0,1,94.3,1818.3,0
1,0,0,0,61,1,2,1,2,0,2,0,2,2,0,1,2,106.45,6300.15,0
0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,1
0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,5916.95,0
1,0,0,0,30,1,2,1,2,2,2,2,0,0,0,1,1,95.0,2852.4,0
1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95,1
0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.3,1546.3,0
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,302.6,0
0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1929.35,1
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,265.45,0
1,0,1,1,67,1,2,1,0,2,2,0,2,2,1,1,2,105.4,6989.45,0
1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,51.6,1442.0,0
1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,85.5,4713.4,0
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1758.6,1
1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3480.0,1
1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4738.3,0
1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8399.15,0
1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,5430.35,0
1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,19.6,686.95,0
0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,5706.3,0
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,1,21.1,490.65,0
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1360.25,0
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.95,174.45,0
1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,107.15,7379.8,0
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85.0,1
1,0,0,0,12,1,2,1,0,0,2,0,2,0,0,1,2,89.55,1021.75,0
0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,5029.05,0
0,0,1,1,33,1,0,0,2,2,2,0,0,0,1,1,3,58.45,1955.4,0
0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2,0
0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4946.7,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,8248.5,0
0,0,0,0,11,1,2,0,0,0,0,0,0,2,0,1,3,58.95,601.6,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0
1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,834.1,1
1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597.0,1
1,0,1,1,34,1,0,1,0,0,0,0,0,2,1,1,0,78.95,2647.2,0
1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266.0,1
0,0,0,0,65,1,2,1,0,2,0,2,2,2,1,1,0,105.05,6744.25,0
1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,5265.5,0
1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.75,311.6,0
1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,110.3,7966.9,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4,0
1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1153.25,0
0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,1,1,25.6,514.75,0
1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2596.15,1
0,0,1,1,56,1,2,0,2,0,2,0,0,2,1,1,0,68.75,3808.0,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,19.9,0
1,0,0,0,38,1,0,0,2,2,0,2,2,0,1,0,3,70.6,2708.2,0
1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,2,70.2,760.05,0
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.3,49.3,0
1,0,1,0,56,1,2,1,0,2,0,2,2,2,1,1,2,107.25,6033.3,0
1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,89.05,0
1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,69.7,516.15,0
1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,99.5,5861.75,0
1,0,0,0,7,1,0,0,0,0,2,2,2,0,0,0,0,64.3,445.95,0
1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,4973.4,0
1,0,1,1,15,1,0,1,2,0,0,2,2,2,1,0,2,101.9,1667.25,0
1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,5357.75,0
0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3527.6,1
0,0,0,0,11,0,1,0,0,2,2,2,0,0,1,1,1,40.4,422.6,0
0,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,1,19.25,1103.25,0
1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,2754.0,0
0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,64.9,697.25,0
1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,5614.45,1
0,1,1,0,28,1,2,1,0,2,2,2,2,2,0,1,2,110.85,3204.4,0
1,0,1,0,61,1,0,0,2,2,0,2,2,2,2,1,3,81.05,4747.65,0
1,0,1,1,31,1,2,1,2,0,2,0,2,0,1,0,0,98.05,3082.1,0
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,597.9,0
1,1,1,0,35,1,2,1,2,2,0,0,0,2,0,1,2,94.55,3365.4,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,38.8,0
0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55,1
0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,75.3,1
0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,346.2,1
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.0,19.0,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,20.0,61.7,0
0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,85.7,1
1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,63.25,3342.45,0
1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,3,20.1,85.1,0
1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,99.15,7422.1,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,6668.05,0
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,111.9,8071.05,0
1,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1174.8,0
1,0,1,1,63,1,2,0,2,2,2,0,2,2,2,0,1,83.5,5435.0,0
1,0,0,0,30,1,0,1,2,2,2,0,0,0,0,1,1,84.3,2438.6,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.6,45.6,0
0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,713.75,1
1,0,0,0,16,0,1,0,2,2,2,2,2,0,2,0,3,54.85,916.15,0
1,0,0,0,4,1,2,0,0,0,0,2,0,2,0,0,3,65.55,237.2,0
1,0,1,0,51,1,2,1,0,2,0,0,0,2,1,1,1,90.35,4614.55,0
1,0,1,0,65,1,0,2,1,1,1,1,1,1,2,1,1,20.4,1414.45,0
1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,1170.5,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.95,47.7,0
0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,74.25,4859.25,0
1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,108.65,4903.2,0
0,0,0,0,32,1,2,1,2,0,2,2,2,2,1,1,0,109.55,3608.0,0
1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,86.65,6094.25,0
1,0,1,1,38,1,0,0,2,0,2,2,2,2,2,0,1,81.0,3084.9,0
1,0,0,1,51,1,0,0,0,0,0,2,0,0,1,0,1,47.85,2356.75,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,8306.05,0
0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4,1
1,0,1,1,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,248.95,1
0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,663.05,1
1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1357.1,0
0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,109.8,4860.35,0
1,0,0,0,50,1,2,0,0,0,2,2,0,2,2,0,0,69.5,3418.2,0
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,3,48.85,631.4,0
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3,0
0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,102.85,6976.75,0
0,0,0,0,57,1,2,1,2,2,0,2,0,0,0,1,0,87.55,4884.85,0
0,0,0,0,7,1,2,1,0,2,0,0,0,0,0,1,0,78.55,522.95,0
